Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tyrese Maxey,23,52,52,37.3,9.0,20.0,0.448,3.0,8.0,0.378,5.9,12.0,0.495,0.524,4.8,5.6,0.863,0.5,3.2,3.8,6.4,1.0,0.5,1.7,2.2,25.8
2,Buddy Hield,31,7,7,35.4,6.9,14.6,0.471,4.0,9.1,0.438,2.9,5.4,0.526,0.608,0.4,0.6,0.75,0.6,3.0,3.6,5.9,1.1,0.1,2.4,3.3,18.1
3,Joel Embiid,29,34,34,34.0,11.8,22.2,0.533,1.2,3.3,0.366,10.6,18.9,0.562,0.56,10.5,11.9,0.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
4,Tobias Harris,31,51,51,33.8,6.6,13.2,0.499,1.1,3.3,0.341,5.5,9.9,0.553,0.542,3.0,3.3,0.899,1.1,5.0,6.1,3.3,1.0,0.6,1.4,1.7,17.3
5,Kelly Oubre Jr.,28,45,32,29.1,5.2,11.4,0.456,1.4,4.5,0.312,3.8,7.0,0.55,0.517,2.1,2.8,0.732,1.3,3.3,4.6,1.1,1.2,0.5,1.0,3.0,13.9
6,De'Anthony Melton,25,35,33,28.4,3.9,9.9,0.393,2.1,5.9,0.366,1.7,4.0,0.433,0.501,1.9,2.3,0.835,0.8,3.1,3.9,3.1,1.6,0.4,1.1,2.3,11.8
7,Nicolas Batum,35,34,29,24.4,2.0,3.9,0.523,1.3,2.8,0.463,0.7,1.1,0.676,0.689,0.3,0.4,0.643,1.2,2.5,3.8,2.2,0.6,0.6,0.6,2.0,5.6
8,Kyle Lowry,37,2,0,23.0,3.0,4.5,0.667,1.0,2.0,0.5,2.0,2.5,0.8,0.778,0.0,0.0,,1.0,2.0,3.0,4.0,1.0,0.0,2.0,2.5,7.0
9,P.J. Tucker,38,3,3,22.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,,0.6,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
10,Cameron Payne,29,7,1,20.0,3.6,8.9,0.403,1.4,4.3,0.333,2.1,4.6,0.469,0.484,1.3,1.4,0.9,0.6,1.0,1.6,3.0,0.4,0.1,0.7,1.0,9.9
11,Patrick Beverley,35,47,5,19.6,2.2,5.1,0.432,0.7,2.3,0.321,1.5,2.8,0.523,0.504,1.1,1.3,0.81,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3
12,Paul Reed,24,57,21,18.2,2.9,5.4,0.544,0.2,0.6,0.343,2.7,4.8,0.57,0.564,0.6,0.8,0.733,2.2,3.4,5.6,1.2,0.7,0.8,0.7,2.4,6.6
13,Marcus Morris,34,37,7,17.2,2.4,5.5,0.439,1.0,2.4,0.4,1.5,3.1,0.47,0.527,0.8,1.0,0.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7
14,Robert Covington,33,26,3,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
15,Danuel House Jr.,30,34,4,15.0,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
16,Jaden Springer,21,32,1,11.8,1.4,3.7,0.39,0.3,1.2,0.216,1.2,2.5,0.469,0.424,0.9,1.1,0.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0
17,KJ Martin,23,40,2,11.3,1.5,2.7,0.565,0.1,0.4,0.267,1.4,2.3,0.613,0.583,0.3,0.7,0.481,0.4,1.4,1.9,0.8,0.4,0.1,0.5,1.5,3.5
18,Mo Bamba,25,35,0,10.6,1.5,3.1,0.473,0.3,0.8,0.414,1.1,2.3,0.494,0.527,0.5,0.8,0.586,1.3,2.3,3.6,0.7,0.3,1.0,0.7,1.5,3.8
19,Ricky Council IV,22,17,0,9.2,1.8,3.7,0.476,0.2,0.9,0.25,1.5,2.8,0.553,0.508,2.1,2.8,0.75,0.6,1.3,1.9,0.4,0.1,0.0,0.1,0.5,5.9
20,Danny Green,36,2,0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
21,Furkan Korkmaz,26,35,0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
22,Terquavion Smith,21,12,0,5.8,1.3,3.3,0.4,1.0,2.6,0.387,0.3,0.8,0.444,0.55,0.2,0.3,0.667,0.0,0.2,0.2,0.8,0.6,0.0,0.3,0.3,3.8
23,Kenneth Lofton Jr.,21,2,0,4.5,0.5,3.0,0.167,0.0,1.0,0.0,0.5,2.0,0.25,0.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0
24,Darius Bazley,23,2,0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
25,Filip Petrušev,23,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Javonte Smart,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
