Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,GameDetails
10,Jonathan Isaac,15:47,0.542,0.438,0.5,0.875,6.6,49.3,25.6,0.0,0.0,13.2,0.0,27.1,132.0,109.0,4.5,AtlantaHawksatOrlandoMagicBoxScore November9
10,Jonathan Isaac,15:52,0.665,0.5,0.5,2.0,22.7,31.0,26.8,0.0,0.0,0.0,0.0,10.1,165.0,99.0,2.1,BostonCelticsatOrlandoMagicBoxScore November24
11,Jonathan Isaac,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CharlotteHornetsatOrlandoMagicBoxScore November26
10,Jonathan Isaac,13:25,0.583,0.583,0.5,0.0,8.5,21.9,15.7,0.0,7.8,0.0,0.0,20.1,126.0,85.0,10.9,ClevelandCavaliersatOrlandoMagicBoxScore December11
10,Jonathan Isaac,14:26,0.699,0.667,0.333,0.167,18.5,28.3,24.0,10.8,3.6,5.7,13.4,23.3,135.0,116.0,5.8,DenverNuggetsatOrlandoMagicBoxScore November22
10,Jonathan Isaac,14:09,0.751,0.75,0.5,0.5,8.3,21.7,15.4,0.0,0.0,15.1,21.5,28.1,120.0,85.0,6.7,HoustonRocketsatOrlandoMagicBoxScore October25
11,Jonathan Isaac,12:03,0.643,0.643,0.286,0.0,9.1,27.2,18.1,15.9,4.3,0.0,12.5,29.4,115.0,117.0,2.9,MiamiHeatatOrlandoMagicBoxScore December20
9,Jonathan Isaac,13:48,0.773,0.667,0.333,0.667,0.0,7.9,4.3,0.0,0.0,8.1,0.0,12.9,167.0,103.0,5.9,MiamiHeatatOrlandoMagicBoxScore January21
8,Jonathan Isaac,17:19,0.46,0.4,0.4,0.2,18.1,16.8,17.5,0.0,5.7,11.5,0.0,26.8,117.0,81.0,3.9,MilwaukeeBucksatOrlandoMagicBoxScore November11
11,Jonathan Isaac,12:40,0.5,0.5,0.429,0.0,10.2,18.5,14.6,14.8,0.0,6.6,0.0,25.1,118.0,136.0,2.8,Philadelphia76ersatOrlandoMagicBoxScore January19
6,Jonathan Isaac,22:56,0.514,0.5,0.286,0.571,4.8,12.0,7.9,6.0,2.2,7.1,10.2,18.5,101.0,98.0,-1.7,PhoenixSunsatOrlandoMagicBoxScore January28
7,Jonathan Isaac,19:15,0.922,1.0,0.0,0.5,0.0,42.7,22.7,6.4,0.0,5.4,17.0,13.7,143.0,115.0,1.8,SanAntonioSpursatOrlandoMagicBoxScore February8
10,Jonathan Isaac,12:25,0.654,0.667,0.333,0.333,8.1,25.8,14.9,0.0,3.8,16.5,22.5,28.4,98.0,92.0,2.0,TorontoRaptorsatOrlandoMagicBoxScore November21
10,Jonathan Isaac,6:49,0.615,0.5,0.5,0.5,16.8,67.1,41.9,0.0,0.0,11.5,0.0,14.6,145.0,105.0,1.3,WashingtonWizardsatOrlandoMagicBoxScore December1
13,Jonathan Isaac,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WashingtonWizardsatOrlandoMagicBoxScore November29
10,Jonathan Isaac,9:51,0.5,0.5,0.0,0.0,0.0,0.0,0.0,28.6,10.4,0.0,0.0,8.8,141.0,102.0,12.1,OrlandoMagicatAtlantaHawksBoxScore January17
8,Jonathan Isaac,15:46,0.7,0.7,0.4,0.0,8.0,22.3,15.4,0.0,0.0,0.0,0.0,13.1,151.0,131.0,1.0,OrlandoMagicatBostonCelticsBoxScore December15
8,Jonathan Isaac,16:42,0.68,0.6,0.8,0.4,0.0,13.4,5.9,0.0,2.9,4.9,0.0,15.7,137.0,111.0,8.1,OrlandoMagicatBostonCelticsBoxScore December17
13,Jonathan Isaac,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OrlandoMagicatBrooklynNetsBoxScore December2
9,Jonathan Isaac,12:10,0.375,0.375,1.0,0.0,0.0,28.9,14.6,12.3,8.4,8.6,33.3,22.5,58.0,108.0,-3.6,OrlandoMagicatBrooklynNetsBoxScore November14
10,Jonathan Isaac,16:47,0.41,0.25,0.25,0.5,5.6,35.7,20.2,0.0,6.0,11.4,17.0,15.5,81.0,77.0,3.7,OrlandoMagicatChicagoBullsBoxScore November15
9,Jonathan Isaac,19:31,0.922,0.875,0.5,0.5,18.9,36.0,27.7,10.6,2.6,4.9,9.3,24.9,169.0,94.0,21.3,OrlandoMagicatChicagoBullsBoxScore November17
4,Jonathan Isaac,7:53,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,104.0,138.0,-11.2,OrlandoMagicatDallasMavericksBoxScore January29
7,Jonathan Isaac,21:04,0.665,0.5,0.0,2.0,6.7,29.2,18.7,0.0,2.5,4.6,0.0,8.5,152.0,100.0,1.8,OrlandoMagicatDetroitPistonsBoxScore February4
9,Jonathan Isaac,11:49,0.667,0.667,0.333,0.0,0.0,11.3,5.6,13.2,0.0,25.4,0.0,11.7,145.0,106.0,10.6,OrlandoMagicatIndianaPacersBoxScore December23
10,Jonathan Isaac,13:35,0.425,0.4,0.0,0.4,9.6,15.7,12.9,0.0,3.2,5.5,0.0,17.2,100.0,102.0,-3.0,OrlandoMagicatIndianaPacersBoxScore November19
10,Jonathan Isaac,11:09,0.5,0.5,1.0,0.0,0.0,36.9,15.4,0.0,4.4,0.0,0.0,11.3,100.0,103.0,-0.4,OrlandoMagicatLosAngelesLakersBoxScore October30
8,Jonathan Isaac,22:09,0.85,0.8,0.2,0.4,10.1,16.3,13.1,0.0,0.0,0.0,0.0,12.2,179.0,118.0,2.3,OrlandoMagicatMemphisGrizzliesBoxScore January26
10,Jonathan Isaac,10:12,0.75,0.75,1.0,0.0,0.0,33.6,16.8,15.5,0.0,9.2,50.0,17.6,70.0,119.0,-0.3,OrlandoMagicatMiamiHeatBoxScore February6
9,Jonathan Isaac,14:00,0.269,0.286,0.0,0.143,19.0,8.2,14.3,0.0,3.3,19.4,11.8,24.9,70.0,103.0,-9.2,OrlandoMagicatMilwaukeeBucksBoxScore December21
6,Jonathan Isaac,19:59,0.307,0.25,0.0,0.5,11.4,37.9,24.0,0.0,4.9,5.5,0.0,10.7,91.0,96.0,-1.0,OrlandoMagicatMinnesotaTimberwolvesBoxScore February2
10,Jonathan Isaac,15:54,0.625,0.625,0.5,0.0,7.4,39.4,24.3,0.0,0.0,7.0,0.0,11.9,136.0,98.0,4.3,OrlandoMagicatNewYorkKnicksBoxScore January15
10,Jonathan Isaac,15:06,0.664,0.0,0.0,8.0,14.1,18.7,16.6,8.2,0.0,0.0,0.0,13.1,161.0,118.0,0.4,OrlandoMagicatOklahomaCityThunderBoxScore January13
12,Jonathan Isaac,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OrlandoMagicatPhoenixSunsBoxScore December31
10,Jonathan Isaac,7:47,0.0,0.0,0.5,0.0,0.0,24.7,13.4,17.1,6.5,0.0,0.0,11.5,32.0,88.0,-5.2,OrlandoMagicatPortlandTrailBlazersBoxScore October27
6,Jonathan Isaac,18:16,0.571,0.571,0.0,0.0,11.4,13.1,12.2,0.0,0.0,21.5,12.5,18.9,105.0,92.0,1.5,OrlandoMagicatSanAntonioSpursBoxScore January31
10,Jonathan Isaac,12:29,0.338,0.25,0.75,0.25,8.5,16.7,12.7,10.9,3.7,20.6,0.0,14.5,96.0,96.0,2.7,OrlandoMagicatUtahJazzBoxScore November2
